ticker,snapshot_date,fiscal_year,roe,roce,debt_equity,operating_margin,net_margin,revenue_growth,source
COALINDIA.NS,2021-12-30,2021,40.3,,0.08,22.5,15.8,21.9,screener.in
COALINDIA.NS,2022-03-30,2021,40.3,,0.08,22.5,15.8,21.9,screener.in
COALINDIA.NS,2022-06-30,2022,52.1,,0.07,32.0,22.9,26.0,screener.in
COALINDIA.NS,2022-09-30,2022,52.1,,0.07,32.0,22.9,26.0,screener.in
COALINDIA.NS,2022-12-30,2022,52.1,,0.07,32.0,22.9,26.0,screener.in
COALINDIA.NS,2023-03-30,2022,52.1,,0.07,32.0,22.9,26.0,screener.in
COALINDIA.NS,2023-06-30,2023,45.2,,0.08,33.1,25.8,4.7,screener.in
COALINDIA.NS,2023-09-30,2023,45.2,,0.08,33.1,25.8,4.7,screener.in
COALINDIA.NS,2023-12-30,2023,45.2,,0.08,33.1,25.8,4.7,screener.in
COALINDIA.NS,2024-03-30,2023,45.2,,0.08,33.1,25.8,4.7,screener.in
COALINDIA.NS,2024-06-30,2024,35.6,,0.09,32.8,24.6,-1.0,screener.in
COALINDIA.NS,2024-09-30,2024,35.6,,0.09,32.8,24.6,-1.0,screener.in
COALINDIA.NS,2024-12-30,2024,35.6,,0.09,32.8,24.6,-1.0,screener.in
COALINDIA.NS,2025-03-30,2024,35.6,,0.09,32.8,24.6,-1.0,screener.in
COALINDIA.NS,2025-06-30,2025,28.2,,0.13,29.1,21.4,-3.2,screener.in
COALINDIA.NS,2025-09-30,2025,28.2,,0.13,29.1,21.4,-3.2,screener.in
COALINDIA.NS,2025-12-30,2025,28.2,,0.13,29.1,21.4,-3.2,screener.in
COFORGE.NS,2018-03-31,2017,17.4,,0.01,16.8,10.3,6.7,screener.in
COFORGE.NS,2018-06-30,2018,20.4,,0.01,17.7,11.5,22.9,screener.in
COFORGE.NS,2018-09-30,2018,20.4,,0.01,17.7,11.5,22.9,screener.in
COFORGE.NS,2018-12-30,2018,20.4,,0.01,17.7,11.5,22.9,screener.in
COFORGE.NS,2019-03-30,2018,20.4,,0.01,17.7,11.5,22.9,screener.in
COFORGE.NS,2019-06-30,2019,19.5,,0.01,17.3,11.2,13.8,screener.in
COFORGE.NS,2019-09-30,2019,19.5,,0.01,17.3,11.2,13.8,screener.in
COFORGE.NS,2019-12-30,2019,19.5,,0.01,17.3,11.2,13.8,screener.in
COFORGE.NS,2020-03-30,2019,19.5,,0.01,17.3,11.2,13.8,screener.in
COFORGE.NS,2020-06-30,2020,18.9,,0.03,16.7,10.0,11.4,screener.in
COFORGE.NS,2020-09-30,2020,18.9,,0.03,16.7,10.0,11.4,screener.in
COFORGE.NS,2020-12-30,2020,18.9,,0.03,16.7,10.0,11.4,screener.in
COFORGE.NS,2021-03-30,2020,18.9,,0.03,16.7,10.0,11.4,screener.in
COFORGE.NS,2021-06-30,2021,26.2,,0.18,17.1,11.1,37.9,screener.in
COFORGE.NS,2021-09-30,2021,26.2,,0.18,17.1,11.1,37.9,screener.in
COFORGE.NS,2021-12-30,2021,26.2,,0.18,17.1,11.1,37.9,screener.in
COFORGE.NS,2022-03-30,2021,26.2,,0.18,17.1,11.1,37.9,screener.in
COFORGE.NS,2022-06-30,2022,24.2,,0.18,16.0,9.3,24.6,screener.in
COFORGE.NS,2022-09-30,2022,24.2,,0.18,16.0,9.3,24.6,screener.in
COFORGE.NS,2022-12-30,2022,24.2,,0.18,16.0,9.3,24.6,screener.in
COFORGE.NS,2023-03-30,2022,24.2,,0.18,16.0,9.3,24.6,screener.in
COFORGE.NS,2023-06-30,2023,23.0,,0.2,16.1,9.3,12.4,screener.in
COFORGE.NS,2023-09-30,2023,23.0,,0.2,16.1,9.3,12.4,screener.in
COFORGE.NS,2023-12-30,2023,23.0,,0.2,16.1,9.3,12.4,screener.in
COFORGE.NS,2024-03-30,2023,23.0,,0.2,16.1,9.3,12.4,screener.in
COFORGE.NS,2024-06-30,2024,14.7,,0.17,14.1,7.8,33.8,screener.in
COFORGE.NS,2024-09-30,2024,14.7,,0.17,14.1,7.8,33.8,screener.in
COFORGE.NS,2024-12-30,2024,14.7,,0.17,14.1,7.8,33.8,screener.in
COFORGE.NS,2025-03-30,2024,14.7,,0.17,14.1,7.8,33.8,screener.in
COFORGE.NS,2025-06-30,2025,20.1,,0.14,16.8,9.1,26.7,screener.in
COFORGE.NS,2025-09-30,2025,20.1,,0.14,16.8,9.1,26.7,screener.in
COFORGE.NS,2025-12-30,2025,20.1,,0.14,16.8,9.1,26.7,screener.in
COLPAL.NS,2018-03-31,2010,,,,,,,screener.in
COLPAL.NS,2018-06-30,2010,,,,,,,screener.in
COLPAL.NS,2018-09-30,2010,,,,,,,screener.in
COLPAL.NS,2018-12-30,2010,,,,,,,screener.in
COLPAL.NS,2019-03-30,2010,,,,,,,screener.in
COLPAL.NS,2019-06-30,2010,,,,,,,screener.in
COLPAL.NS,2019-09-30,2010,,,,,,,screener.in
COLPAL.NS,2019-12-30,2010,,,,,,,screener.in
COLPAL.NS,2020-03-30,2010,,,,,,,screener.in
COLPAL.NS,2020-06-30,2010,,,,,,,screener.in
COLPAL.NS,2020-09-30,2010,,,,,,,screener.in
COLPAL.NS,2020-12-30,2010,,,,,,,screener.in
COLPAL.NS,2021-03-30,2010,,,,,,,screener.in
COLPAL.NS,2021-06-30,2010,,,,,,,screener.in
COLPAL.NS,2021-09-30,2010,,,,,,,screener.in
COLPAL.NS,2021-12-30,2010,,,,,,,screener.in
COLPAL.NS,2022-03-30,2010,,,,,,,screener.in
COLPAL.NS,2022-06-30,2010,,,,,,,screener.in
COLPAL.NS,2022-09-30,2010,,,,,,,screener.in
COLPAL.NS,2022-12-30,2010,,,,,,,screener.in
COLPAL.NS,2023-03-30,2010,,,,,,,screener.in
COLPAL.NS,2023-06-30,2010,,,,,,,screener.in
COLPAL.NS,2023-09-30,2010,,,,,,,screener.in
COLPAL.NS,2023-12-30,2010,,,,,,,screener.in
COLPAL.NS,2024-03-30,2010,,,,,,,screener.in
COLPAL.NS,2024-06-30,2010,,,,,,,screener.in
COLPAL.NS,2024-09-30,2010,,,,,,,screener.in
COLPAL.NS,2024-12-30,2010,,,,,,,screener.in
COLPAL.NS,2025-03-30,2010,,,,,,,screener.in
COLPAL.NS,2025-06-30,2010,,,,,,,screener.in
COLPAL.NS,2025-09-30,2010,,,,,,,screener.in
COLPAL.NS,2025-12-30,2010,,,,,,,screener.in
CONCOR.NS,2018-03-31,2017,11.4,,0.01,22.6,16.0,10.6,screener.in
CONCOR.NS,2018-06-30,2018,11.8,,0.07,25.8,17.6,5.2,screener.in
CONCOR.NS,2018-09-30,2018,11.8,,0.07,25.8,17.6,5.2,screener.in
CONCOR.NS,2018-12-30,2018,11.8,,0.07,25.8,17.6,5.2,screener.in
CONCOR.NS,2019-03-30,2018,11.8,,0.07,25.8,17.6,5.2,screener.in
CONCOR.NS,2019-06-30,2019,4.0,,0.01,25.9,6.2,-6.1,screener.in
CONCOR.NS,2019-09-30,2019,4.0,,0.01,25.9,6.2,-6.1,screener.in
CONCOR.NS,2019-12-30,2019,4.0,,0.01,25.9,6.2,-6.1,screener.in
CONCOR.NS,2020-03-30,2019,4.0,,0.01,25.9,6.2,-6.1,screener.in
CONCOR.NS,2020-06-30,2020,4.9,,0.07,16.3,7.8,-1.6,screener.in
CONCOR.NS,2020-09-30,2020,4.9,,0.07,16.3,7.8,-1.6,screener.in
CONCOR.NS,2020-12-30,2020,4.9,,0.07,16.3,7.8,-1.6,screener.in
CONCOR.NS,2021-03-30,2020,4.9,,0.07,16.3,7.8,-1.6,screener.in
CONCOR.NS,2021-06-30,2021,9.8,,0.07,22.9,13.8,19.1,screener.in
CONCOR.NS,2021-09-30,2021,9.8,,0.07,22.9,13.8,19.1,screener.in
CONCOR.NS,2021-12-30,2021,9.8,,0.07,22.9,13.8,19.1,screener.in
CONCOR.NS,2022-03-30,2021,9.8,,0.07,22.9,13.8,19.1,screener.in
CONCOR.NS,2022-06-30,2022,10.5,,0.07,22.9,14.4,6.7,screener.in
CONCOR.NS,2022-09-30,2022,10.5,,0.07,22.9,14.4,6.7,screener.in
CONCOR.NS,2022-12-30,2022,10.5,,0.07,22.9,14.4,6.7,screener.in
CONCOR.NS,2023-03-30,2022,10.5,,0.07,22.9,14.4,6.7,screener.in
CONCOR.NS,2023-06-30,2023,10.6,,0.08,22.6,14.4,5.9,screener.in
CONCOR.NS,2023-09-30,2023,10.6,,0.08,22.6,14.4,5.9,screener.in
CONCOR.NS,2023-12-30,2023,10.6,,0.08,22.6,14.4,5.9,screener.in
CONCOR.NS,2024-03-30,2023,10.6,,0.08,22.6,14.4,5.9,screener.in
CONCOR.NS,2024-06-30,2024,10.4,,0.07,21.7,14.5,2.7,screener.in
CONCOR.NS,2024-09-30,2024,10.4,,0.07,21.7,14.5,2.7,screener.in
CONCOR.NS,2024-12-30,2024,10.4,,0.07,21.7,14.5,2.7,screener.in
CONCOR.NS,2025-03-30,2024,10.4,,0.07,21.7,14.5,2.7,screener.in
CONCOR.NS,2025-06-30,2025,10.0,,0.07,21.6,14.1,2.4,screener.in
CONCOR.NS,2025-09-30,2025,10.0,,0.07,21.6,14.1,2.4,screener.in
CONCOR.NS,2025-12-30,2025,10.0,,0.07,21.6,14.1,2.4,screener.in
CROMPTON.NS,2018-06-30,2018,36.6,,0.59,13.0,9.0,,screener.in
CROMPTON.NS,2018-09-30,2018,36.6,,0.59,13.0,9.0,,screener.in
CROMPTON.NS,2018-12-30,2018,36.6,,0.59,13.0,9.0,,screener.in
CROMPTON.NS,2019-03-30,2018,36.6,,0.59,13.0,9.0,,screener.in
CROMPTON.NS,2019-06-30,2019,33.8,,0.24,13.3,11.0,0.9,screener.in
CROMPTON.NS,2019-09-30,2019,33.8,,0.24,13.3,11.0,0.9,screener.in
CROMPTON.NS,2019-12-30,2019,33.8,,0.24,13.3,11.0,0.9,screener.in
CROMPTON.NS,2020-03-30,2019,33.8,,0.24,13.3,11.0,0.9,screener.in
CROMPTON.NS,2020-06-30,2020,31.9,,0.27,15.0,12.8,6.3,screener.in
CROMPTON.NS,2020-09-30,2020,31.9,,0.27,15.0,12.8,6.3,screener.in
CROMPTON.NS,2020-12-30,2020,31.9,,0.27,15.0,12.8,6.3,screener.in
CROMPTON.NS,2021-03-30,2020,31.9,,0.27,15.0,12.8,6.3,screener.in
CROMPTON.NS,2021-06-30,2021,23.6,,0.69,14.3,10.7,12.3,screener.in
CROMPTON.NS,2021-09-30,2021,23.6,,0.69,14.3,10.7,12.3,screener.in
CROMPTON.NS,2021-12-30,2021,23.6,,0.69,14.3,10.7,12.3,screener.in
CROMPTON.NS,2022-03-30,2021,23.6,,0.69,14.3,10.7,12.3,screener.in
CROMPTON.NS,2022-06-30,2022,17.9,,0.38,11.2,6.9,27.4,screener.in
CROMPTON.NS,2022-09-30,2022,17.9,,0.38,11.2,6.9,27.4,screener.in
CROMPTON.NS,2022-12-30,2022,17.9,,0.38,11.2,6.9,27.4,screener.in
CROMPTON.NS,2023-03-30,2022,17.9,,0.38,11.2,6.9,27.4,screener.in
CROMPTON.NS,2023-06-30,2023,14.7,,0.23,9.8,6.0,6.4,screener.in
CROMPTON.NS,2023-09-30,2023,14.7,,0.23,9.8,6.0,6.4,screener.in
CROMPTON.NS,2023-12-30,2023,14.7,,0.23,9.8,6.0,6.4,screener.in
CROMPTON.NS,2024-03-30,2023,14.7,,0.23,9.8,6.0,6.4,screener.in
CROMPTON.NS,2024-06-30,2024,16.6,,0.14,11.3,7.2,7.5,screener.in
CROMPTON.NS,2024-09-30,2024,16.6,,0.14,11.3,7.2,7.5,screener.in
CROMPTON.NS,2024-12-30,2024,16.6,,0.14,11.3,7.2,7.5,screener.in
CROMPTON.NS,2025-03-30,2024,16.6,,0.14,11.3,7.2,7.5,screener.in
CROMPTON.NS,2025-06-30,2025,13.9,,0.05,10.3,6.0,0.1,screener.in
CROMPTON.NS,2025-09-30,2025,13.9,,0.05,10.3,6.0,0.1,screener.in
CROMPTON.NS,2025-12-30,2025,13.9,,0.05,10.3,6.0,0.1,screener.in
CUMMINSIND.NS,2018-03-31,2017,17.3,,0.06,14.4,13.9,0.1,screener.in
CUMMINSIND.NS,2018-06-30,2018,17.3,,0.07,15.3,13.0,11.4,screener.in
CUMMINSIND.NS,2018-09-30,2018,17.3,,0.07,15.3,13.0,11.4,screener.in
CUMMINSIND.NS,2018-12-30,2018,17.3,,0.07,15.3,13.0,11.4,screener.in
CUMMINSIND.NS,2019-03-30,2018,17.3,,0.07,15.3,13.0,11.4,screener.in
CUMMINSIND.NS,2019-06-30,2019,16.0,,0.12,11.4,13.6,-8.9,screener.in
CUMMINSIND.NS,2019-09-30,2019,16.0,,0.12,11.4,13.6,-8.9,screener.in
CUMMINSIND.NS,2019-12-30,2019,16.0,,0.12,11.4,13.6,-8.9,screener.in
CUMMINSIND.NS,2020-03-30,2019,16.0,,0.12,11.4,13.6,-8.9,screener.in
CUMMINSIND.NS,2020-06-30,2020,13.7,,0.01,13.8,14.6,-16.0,screener.in
CUMMINSIND.NS,2020-09-30,2020,13.7,,0.01,13.8,14.6,-16.0,screener.in
CUMMINSIND.NS,2020-12-30,2020,13.7,,0.01,13.8,14.6,-16.0,screener.in
CUMMINSIND.NS,2021-03-30,2020,13.7,,0.01,13.8,14.6,-16.0,screener.in
CUMMINSIND.NS,2021-06-30,2021,18.2,,0.08,14.3,15.1,41.5,screener.in
CUMMINSIND.NS,2021-09-30,2021,18.2,,0.08,14.3,15.1,41.5,screener.in
CUMMINSIND.NS,2021-12-30,2021,18.2,,0.08,14.3,15.1,41.5,screener.in
CUMMINSIND.NS,2022-03-30,2021,18.2,,0.08,14.3,15.1,41.5,screener.in
CUMMINSIND.NS,2022-06-30,2022,21.3,,0.07,16.1,15.8,25.9,screener.in
CUMMINSIND.NS,2022-09-30,2022,21.3,,0.07,16.1,15.8,25.9,screener.in
CUMMINSIND.NS,2022-12-30,2022,21.3,,0.07,16.1,15.8,25.9,screener.in
CUMMINSIND.NS,2023-03-30,2022,21.3,,0.07,16.1,15.8,25.9,screener.in
CUMMINSIND.NS,2023-06-30,2023,26.0,,0.02,19.7,19.1,15.8,screener.in
CUMMINSIND.NS,2023-09-30,2023,26.0,,0.02,19.7,19.1,15.8,screener.in
CUMMINSIND.NS,2023-12-30,2023,26.0,,0.02,19.7,19.1,15.8,screener.in
CUMMINSIND.NS,2024-03-30,2023,26.0,,0.02,19.7,19.1,15.8,screener.in
CUMMINSIND.NS,2024-06-30,2024,26.5,,0.0,20.0,19.2,15.5,screener.in
CUMMINSIND.NS,2024-09-30,2024,26.5,,0.0,20.0,19.2,15.5,screener.in
CUMMINSIND.NS,2024-12-30,2024,26.5,,0.0,20.0,19.2,15.5,screener.in
CUMMINSIND.NS,2025-03-30,2024,26.5,,0.0,20.0,19.2,15.5,screener.in
CUMMINSIND.NS,2025-06-30,2025,28.4,,0.0,21.4,19.3,11.7,screener.in
CUMMINSIND.NS,2025-09-30,2025,28.4,,0.0,21.4,19.3,11.7,screener.in
CUMMINSIND.NS,2025-12-30,2025,28.4,,0.0,21.4,19.3,11.7,screener.in
DABUR.NS,2018-03-31,2017,23.8,,0.16,20.9,17.6,1.4,screener.in
DABUR.NS,2018-06-30,2018,25.7,,0.12,20.4,17.0,10.3,screener.in
DABUR.NS,2018-09-30,2018,25.7,,0.12,20.4,17.0,10.3,screener.in
DABUR.NS,2018-12-30,2018,25.7,,0.12,20.4,17.0,10.3,screener.in
DABUR.NS,2019-03-30,2018,25.7,,0.12,20.4,17.0,10.3,screener.in
DABUR.NS,2019-06-30,2019,21.9,,0.08,20.6,16.7,2.0,screener.in
DABUR.NS,2019-09-30,2019,21.9,,0.08,20.6,16.7,2.0,screener.in
DABUR.NS,2019-12-30,2019,21.9,,0.08,20.6,16.7,2.0,screener.in
DABUR.NS,2020-03-30,2019,21.9,,0.08,20.6,16.7,2.0,screener.in
DABUR.NS,2020-06-30,2020,22.1,,0.07,20.9,17.7,10.1,screener.in
DABUR.NS,2020-09-30,2020,22.1,,0.07,20.9,17.7,10.1,screener.in
DABUR.NS,2020-12-30,2020,22.1,,0.07,20.9,17.7,10.1,screener.in
DABUR.NS,2021-03-30,2020,22.1,,0.07,20.9,17.7,10.1,screener.in
DABUR.NS,2021-06-30,2021,20.8,,0.12,20.7,16.0,13.9,screener.in
DABUR.NS,2021-09-30,2021,20.8,,0.12,20.7,16.0,13.9,screener.in
DABUR.NS,2021-12-30,2021,20.8,,0.12,20.7,16.0,13.9,screener.in
DABUR.NS,2022-03-30,2021,20.8,,0.12,20.7,16.0,13.9,screener.in
DABUR.NS,2022-06-30,2022,19.0,,0.13,18.8,14.8,5.9,screener.in
DABUR.NS,2022-09-30,2022,19.0,,0.13,18.8,14.8,5.9,screener.in
DABUR.NS,2022-12-30,2022,19.0,,0.13,18.8,14.8,5.9,screener.in
DABUR.NS,2023-03-30,2022,19.0,,0.13,18.8,14.8,5.9,screener.in
DABUR.NS,2023-06-30,2023,18.4,,0.14,19.3,14.6,7.6,screener.in
DABUR.NS,2023-09-30,2023,18.4,,0.14,19.3,14.6,7.6,screener.in
DABUR.NS,2023-12-30,2023,18.4,,0.14,19.3,14.6,7.6,screener.in
DABUR.NS,2024-03-30,2023,18.4,,0.14,19.3,14.6,7.6,screener.in
DABUR.NS,2024-06-30,2024,16.1,,0.09,18.4,13.9,1.3,screener.in
DABUR.NS,2024-09-30,2024,16.1,,0.09,18.4,13.9,1.3,screener.in
DABUR.NS,2024-12-30,2024,16.1,,0.09,18.4,13.9,1.3,screener.in
DABUR.NS,2025-03-30,2024,16.1,,0.09,18.4,13.9,1.3,screener.in
DABUR.NS,2025-06-30,2025,16.6,,0.12,18.6,14.0,3.4,screener.in
DABUR.NS,2025-09-30,2025,16.6,,0.12,18.6,14.0,3.4,screener.in
DABUR.NS,2025-12-30,2025,16.6,,0.12,18.6,14.0,3.4,screener.in
DIVISLAB.NS,2018-03-31,2017,14.8,,0.01,32.6,22.5,-4.3,screener.in
DIVISLAB.NS,2018-06-30,2018,19.4,,0.02,37.9,27.4,27.1,screener.in
DIVISLAB.NS,2018-09-30,2018,19.4,,0.02,37.9,27.4,27.1,screener.in
DIVISLAB.NS,2018-12-30,2018,19.4,,0.02,37.9,27.4,27.1,screener.in
DIVISLAB.NS,2019-03-30,2018,19.4,,0.02,37.9,27.4,27.1,screener.in
DIVISLAB.NS,2019-06-30,2019,18.8,,0.01,33.9,25.5,9.1,screener.in
DIVISLAB.NS,2019-09-30,2019,18.8,,0.01,33.9,25.5,9.1,screener.in
DIVISLAB.NS,2019-12-30,2019,18.8,,0.01,33.9,25.5,9.1,screener.in
DIVISLAB.NS,2020-03-30,2019,18.8,,0.01,33.9,25.5,9.1,screener.in
DIVISLAB.NS,2020-06-30,2020,21.3,,0.0,41.1,28.5,29.2,screener.in
DIVISLAB.NS,2020-09-30,2020,21.3,,0.0,41.1,28.5,29.2,screener.in
DIVISLAB.NS,2020-12-30,2020,21.3,,0.0,41.1,28.5,29.2,screener.in
DIVISLAB.NS,2021-03-30,2020,21.3,,0.0,41.1,28.5,29.2,screener.in
DIVISLAB.NS,2021-06-30,2021,25.2,,0.0,43.4,33.0,28.6,screener.in
DIVISLAB.NS,2021-09-30,2021,25.2,,0.0,43.4,33.0,28.6,screener.in
DIVISLAB.NS,2021-12-30,2021,25.2,,0.0,43.4,33.0,28.6,screener.in
DIVISLAB.NS,2022-03-30,2021,25.2,,0.0,43.4,33.0,28.6,screener.in
DIVISLAB.NS,2022-06-30,2022,14.3,,0.0,30.5,23.5,-13.3,screener.in
DIVISLAB.NS,2022-09-30,2022,14.3,,0.0,30.5,23.5,-13.3,screener.in
DIVISLAB.NS,2022-12-30,2022,14.3,,0.0,30.5,23.5,-13.3,screener.in
DIVISLAB.NS,2023-03-30,2022,14.3,,0.0,30.5,23.5,-13.3,screener.in
DIVISLAB.NS,2023-06-30,2023,11.8,,0.0,28.2,20.4,1.0,screener.in
DIVISLAB.NS,2023-09-30,2023,11.8,,0.0,28.2,20.4,1.0,screener.in
DIVISLAB.NS,2023-12-30,2023,11.8,,0.0,28.2,20.4,1.0,screener.in
DIVISLAB.NS,2024-03-30,2023,11.8,,0.0,28.2,20.4,1.0,screener.in
DIVISLAB.NS,2024-06-30,2024,14.6,,0.0,31.8,23.4,19.3,screener.in
DIVISLAB.NS,2024-09-30,2024,14.6,,0.0,31.8,23.4,19.3,screener.in
DIVISLAB.NS,2024-12-30,2024,14.6,,0.0,31.8,23.4,19.3,screener.in
DIVISLAB.NS,2025-03-30,2024,14.6,,0.0,31.8,23.4,19.3,screener.in
DIVISLAB.NS,2025-06-30,2025,16.1,,0.01,32.9,24.0,10.2,screener.in
DIVISLAB.NS,2025-09-30,2025,16.1,,0.01,32.9,24.0,10.2,screener.in
DIVISLAB.NS,2025-12-30,2025,16.1,,0.01,32.9,24.0,10.2,screener.in
DIXON.NS,2018-03-31,2017,19.4,,0.14,4.0,2.1,15.7,screener.in
DIXON.NS,2018-06-30,2018,16.7,,0.37,4.6,2.1,5.0,screener.in
DIXON.NS,2018-09-30,2018,16.7,,0.37,4.6,2.1,5.0,screener.in
DIXON.NS,2018-12-30,2018,16.7,,0.37,4.6,2.1,5.0,screener.in
DIXON.NS,2019-03-30,2018,16.7,,0.37,4.6,2.1,5.0,screener.in
DIXON.NS,2019-06-30,2019,22.1,,0.16,5.2,2.7,47.5,screener.in
DIXON.NS,2019-09-30,2019,22.1,,0.16,5.2,2.7,47.5,screener.in
DIXON.NS,2019-12-30,2019,22.1,,0.16,5.2,2.7,47.5,screener.in
DIXON.NS,2020-03-30,2019,22.1,,0.16,5.2,2.7,47.5,screener.in
DIXON.NS,2020-06-30,2020,21.7,,0.4,4.5,2.5,46.5,screener.in
DIXON.NS,2020-09-30,2020,21.7,,0.4,4.5,2.5,46.5,screener.in
DIXON.NS,2020-12-30,2020,21.7,,0.4,4.5,2.5,46.5,screener.in
DIXON.NS,2021-03-30,2020,21.7,,0.4,4.5,2.5,46.5,screener.in
DIXON.NS,2021-06-30,2021,19.1,,0.67,3.6,1.8,65.9,screener.in
DIXON.NS,2021-09-30,2021,19.1,,0.67,3.6,1.8,65.9,screener.in
DIXON.NS,2021-12-30,2021,19.1,,0.67,3.6,1.8,65.9,screener.in
DIXON.NS,2022-03-30,2021,19.1,,0.67,3.6,1.8,65.9,screener.in
DIXON.NS,2022-06-30,2022,19.8,,0.35,4.3,2.1,14.0,screener.in
DIXON.NS,2022-09-30,2022,19.8,,0.35,4.3,2.1,14.0,screener.in
DIXON.NS,2022-12-30,2022,19.8,,0.35,4.3,2.1,14.0,screener.in
DIXON.NS,2023-03-30,2022,19.8,,0.35,4.3,2.1,14.0,screener.in
DIXON.NS,2023-06-30,2023,22.1,,0.29,4.0,2.1,45.1,screener.in
DIXON.NS,2023-09-30,2023,22.1,,0.29,4.0,2.1,45.1,screener.in
DIXON.NS,2023-12-30,2023,22.1,,0.29,4.0,2.1,45.1,screener.in
DIXON.NS,2024-03-30,2023,22.1,,0.29,4.0,2.1,45.1,screener.in
DIXON.NS,2024-06-30,2024,41.0,,0.22,3.9,3.2,119.7,screener.in
DIXON.NS,2024-09-30,2024,41.0,,0.22,3.9,3.2,119.7,screener.in
DIXON.NS,2024-12-30,2024,41.0,,0.22,3.9,3.2,119.7,screener.in
DIXON.NS,2025-03-30,2024,41.0,,0.22,3.9,3.2,119.7,screener.in
DIXON.NS,2025-06-30,2025,44.6,,0.34,3.9,3.7,25.2,screener.in
DIXON.NS,2025-09-30,2025,44.6,,0.34,3.9,3.7,25.2,screener.in
DIXON.NS,2025-12-30,2025,44.6,,0.34,3.9,3.7,25.2,screener.in
DMART.NS,2018-03-31,2017,17.3,,0.09,9.0,5.4,26.3,screener.in
DMART.NS,2018-06-30,2018,16.1,,0.13,8.2,4.5,33.1,screener.in
DMART.NS,2018-09-30,2018,16.1,,0.13,8.2,4.5,33.1,screener.in
DMART.NS,2018-12-30,2018,16.1,,0.13,8.2,4.5,33.1,screener.in
DMART.NS,2019-03-30,2018,16.1,,0.13,8.2,4.5,33.1,screener.in
DMART.NS,2019-06-30,2019,11.7,,0.03,8.6,5.2,24.3,screener.in
DMART.NS,2019-09-30,2019,11.7,,0.03,8.6,5.2,24.3,screener.in
DMART.NS,2019-12-30,2019,11.7,,0.03,8.6,5.2,24.3,screener.in
DMART.NS,2020-03-30,2019,11.7,,0.03,8.6,5.2,24.3,screener.in
DMART.NS,2020-06-30,2020,9.0,,0.03,7.2,4.6,-2.9,screener.in
DMART.NS,2020-09-30,2020,9.0,,0.03,7.2,4.6,-2.9,screener.in
DMART.NS,2020-12-30,2020,9.0,,0.03,7.2,4.6,-2.9,screener.in
DMART.NS,2021-03-30,2020,9.0,,0.03,7.2,4.6,-2.9,screener.in
DMART.NS,2021-06-30,2021,10.9,,0.05,8.1,4.8,28.3,screener.in
DMART.NS,2021-09-30,2021,10.9,,0.05,8.1,4.8,28.3,screener.in
DMART.NS,2021-12-30,2021,10.9,,0.05,8.1,4.8,28.3,screener.in
DMART.NS,2022-03-30,2021,10.9,,0.05,8.1,4.8,28.3,screener.in
DMART.NS,2022-06-30,2022,14.8,,0.04,8.5,5.6,38.3,screener.in
DMART.NS,2022-09-30,2022,14.8,,0.04,8.5,5.6,38.3,screener.in
DMART.NS,2022-12-30,2022,14.8,,0.04,8.5,5.6,38.3,screener.in
DMART.NS,2023-03-30,2022,14.8,,0.04,8.5,5.6,38.3,screener.in
DMART.NS,2023-06-30,2023,13.6,,0.03,8.1,5.0,18.6,screener.in
DMART.NS,2023-09-30,2023,13.6,,0.03,8.1,5.0,18.6,screener.in
DMART.NS,2023-12-30,2023,13.6,,0.03,8.1,5.0,18.6,screener.in
DMART.NS,2024-03-30,2023,13.6,,0.03,8.1,5.0,18.6,screener.in
DMART.NS,2024-06-30,2024,12.6,,0.04,7.6,4.6,16.9,screener.in
DMART.NS,2024-09-30,2024,12.6,,0.04,7.6,4.6,16.9,screener.in
DMART.NS,2024-12-30,2024,12.6,,0.04,7.6,4.6,16.9,screener.in
DMART.NS,2025-03-30,2024,12.6,,0.04,7.6,4.6,16.9,screener.in
DMART.NS,2025-06-30,2025,12.5,,0.07,7.5,4.3,11.2,screener.in
DMART.NS,2025-09-30,2025,12.5,,0.07,7.5,4.3,11.2,screener.in
DMART.NS,2025-12-30,2025,12.5,,0.07,7.5,4.3,11.2,screener.in
DRREDDY.NS,2018-03-31,2017,7.5,,0.4,16.5,6.6,0.6,screener.in
DRREDDY.NS,2018-06-30,2018,13.9,,0.27,20.6,12.6,8.2,screener.in
DRREDDY.NS,2018-09-30,2018,13.9,,0.27,20.6,12.6,8.2,screener.in
DRREDDY.NS,2018-12-30,2018,13.9,,0.27,20.6,12.6,8.2,screener.in
DRREDDY.NS,2019-03-30,2018,13.9,,0.27,20.6,12.6,8.2,screener.in
DRREDDY.NS,2019-06-30,2019,13.0,,0.14,14.1,11.6,13.4,screener.in
DRREDDY.NS,2019-09-30,2019,13.0,,0.14,14.1,11.6,13.4,screener.in
DRREDDY.NS,2019-12-30,2019,13.0,,0.14,14.1,11.6,13.4,screener.in
DRREDDY.NS,2020-03-30,2019,13.0,,0.14,14.1,11.6,13.4,screener.in
DRREDDY.NS,2020-06-30,2020,11.1,,0.17,20.3,10.2,8.7,screener.in
DRREDDY.NS,2020-09-30,2020,11.1,,0.17,20.3,10.2,8.7,screener.in
DRREDDY.NS,2020-12-30,2020,11.1,,0.17,20.3,10.2,8.7,screener.in
DRREDDY.NS,2021-03-30,2020,11.1,,0.17,20.3,10.2,8.7,screener.in
DRREDDY.NS,2021-06-30,2021,11.4,,0.18,17.5,10.1,13.1,screener.in
